Store_Number,Store_Founded,Store_Type,Store_Size,Store_Location_Type,Item_Number,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Store_Sales_Value
STR027,1985,Cold Storage,Medium,Tier 3,DRJ01,,Low Fat,0.114475357,Soft Drinks,160.9236,2255.7304
STR045,2002,Supermarket,Small,Tier 2,FDW02,4.805,Regular,0,Dairy,123.9704,2253.0672
STR013,1987,Supermarket,High,Tier 3,NCK30,14.85,Low Fat,0.060927824,Household,254.8698,4819.7262
STR013,1987,Supermarket,High,Tier 3,NCM43,14.5,Low Fat,0.019459164,Others,161.621,2120.573
STR046,1997,Supermarket,Small,Tier 1,FDJ14,10.3,Regular,0.050070476,Canned,77.896,1278.336
STR035,2004,Supermarket,Small,Tier 2,FDE59,12.15,Low Fat,0.06227604,Starchy Foods,37.9532,1078.596
STR045,2002,Supermarket,Small,Tier 2,FDN10,11.5,Low Fat,0.046217345,Snack Foods,120.3124,474.0496
STR046,1997,Supermarket,Small,Tier 1,NCC18,19.1,Low Fat,0.177270016,Household,174.0422,1724.422
STR019,1985,Grocery Store,Small,Tier 1,FDN34,,Regular,0.080127283,Snack Foods,168.7132,338.2264
STR018,2009,Convenience,Medium,Tier 3,FDU12,15.5,Regular,0.076059648,Baking Goods,265.1568,2109.2544
STR046,1997,Supermarket,Small,Tier 1,FDR33,7.31,Low Fat,0.026788937,Snack Foods,110.357,3185.853
STR013,1987,Supermarket,High,Tier 3,FDP33,18.7,Low Fat,0.089197963,Snack Foods,257.3672,2045.3376
STR013,1987,Supermarket,High,Tier 3,FDT49,7,Low Fat,0.151279591,Canned,107.028,2876.256
STR035,2004,Supermarket,Small,Tier 2,FDK02,12.5,Low Fat,0.112203445,Canned,121.144,1438.128
STR046,1997,Supermarket,Small,Tier 1,NCM07,9.395,Low Fat,0.039961837,Others,84.0908,419.454
STR046,1997,Supermarket,Small,Tier 1,FDX38,10.5,Regular,0.048207017,Dairy,45.9376,575.2512
STR010,1998,Grocery Store,Small,Tier 3,FDS56,5.785,Regular,0.064871045,Fruits and Vegetables,262.1252,786.9756
STR049,1999,Supermarket,Medium,Tier 1,FDU26,16.7,Regular,0.042685217,Dairy,120.7782,1072.6038
STR049,1999,Supermarket,Medium,Tier 1,FDR16,5.845,Regular,0.105181277,Frozen Foods,214.4218,5343.045
STR046,1997,Supermarket,Small,Tier 1,FDA58,9.395,Low Fat,0.103751236,Snack Foods,235.8932,942.7728
STR018,2009,Convenience,Medium,Tier 3,FDI26,5.94,Low Fat,0.035028853,Canned,179.8344,1249.0408
STR035,2004,Supermarket,Small,Tier 2,FDU36,6.15,Low Fat,0.046262201,Baking Goods,97.8384,2069.3064
STR035,2004,Supermarket,Small,Tier 2,FDG60,20.35,Low Fat,0.060688248,Baking Goods,234.2616,4687.232
STR010,1998,Grocery Store,Small,Tier 3,FDH14,17.1,Regular,0.078347922,Canned,141.8838,280.9676
STR027,1985,Cold Storage,Medium,Tier 3,FDQ37,,Low Fat,0.088828418,Breakfast,192.2478,7943.6598
STR013,1987,Supermarket,High,Tier 3,FDW23,5.765,Low Fat,0.081944045,Baking Goods,36.7164,849.5608
STR017,2007,Supermarket,Small,Tier 2,FDM03,12.65,Low Fat,0.123726711,Meat,107.7938,2251.0698
STR013,1987,Supermarket,High,Tier 3,FDB58,10.5,Regular,0.013485235,Snack Foods,140.0154,3119.9388
STR013,1987,Supermarket,High,Tier 3,FDR09,18.25,Low Fat,0.077659918,Snack Foods,260.2962,1035.9848
STR018,2009,Convenience,Medium,Tier 3,FDR48,11.65,Low Fat,0.060794097,Baking Goods,149.8024,1821.6288
STR046,1997,Supermarket,Small,Tier 1,FDZ52,19.2,Low Fat,0.100074524,Frozen Foods,110.2886,778.3202
STR049,1999,Supermarket,Medium,Tier 1,DRD60,15.7,Low Fat,0.037289996,Soft Drinks,182.7634,3453.5046
STR013,1987,Supermarket,High,Tier 3,FDJ14,10.3,Regular,0.050028809,Canned,80.096,239.688
STR046,1997,Supermarket,Small,Tier 1,NCY29,13.65,Low Fat,0.077234113,Health and Hygiene,56.893,1188.453
STR013,1987,Supermarket,High,Tier 3,NCP41,16.6,Low Fat,0.016197216,Health and Hygiene,108.8596,970.7364
STR045,2002,Supermarket,Small,Tier 2,FDK46,9.6,Low Fat,0.051571772,Snack Foods,258.462,4673.916
STR013,1987,Supermarket,High,Tier 3,FDI48,11.85,Regular,0.055672032,Baking Goods,50.5666,922.7988
STR019,1985,Grocery Store,Small,Tier 1,FDX48,3.2,Regular,0.066336811,Baking Goods,154.1656,617.8624
STR049,1999,Supermarket,Medium,Tier 1,NCI29,8.6,Low Fat,0.032672263,Health and Hygiene,141.2154,709.077
STR046,1997,Supermarket,Small,Tier 1,FDL51,20.7,Regular,0.047491371,Dairy,213.9876,2143.876
STR017,2007,Supermarket,Small,Tier 2,FDU21,11.8,Regular,0.077154417,Snack Foods,35.7558,577.2486
STR019,1985,Grocery Store,Small,Tier 1,FDA08,,Regular,0.087692636,Fruits and Vegetables,162.5526,328.9052
STR018,2009,Convenience,Medium,Tier 3,FDK03,12.6,Regular,0.074221559,Dairy,255.9356,4832.3764
STR049,1999,Supermarket,Medium,Tier 1,DRH39,20.7,Low Fat,0.092834313,Dairy,77.667,2220.443
STR018,2009,Convenience,Medium,Tier 3,NCR18,15.85,Low Fat,0.020571083,Household,41.6112,255.6672
STR046,1997,Supermarket,Small,Tier 1,NCX42,6.36,Low Fat,0.005978595,Household,163.6526,1151.1682
STR049,1999,Supermarket,Medium,Tier 1,FDR15,9.3,Regular,0.033489979,Meat,156.6314,1241.0512
STR019,1985,Grocery Store,Small,Tier 1,FDN60,3.2,Low Fat,0.166609517,Baking Goods,157.6604,316.9208
STR017,2007,Supermarket,Small,Tier 2,FDH24,20.7,Low Fat,0.021552357,Baking Goods,157.0288,2985.4472
STR027,1985,Cold Storage,Medium,Tier 3,FDY50,,Low Fat,0.130321652,Dairy,88.7172,3301.0364
STR049,1999,Supermarket,Medium,Tier 1,FDT26,18.85,Regular,0.068059156,Dairy,120.344,1797.66
STR035,2004,Supermarket,Small,Tier 2,NCC30,16.6,Low Fat,0.027573983,Household,176.6344,2676.516
STR046,1997,Supermarket,Small,Tier 1,NCE43,12.5,Low Fat,0.103442268,Household,170.8448,4942.8992
STR017,2007,Supermarket,Small,Tier 2,DRK39,7.02,Low Fat,0,Dairy,83.825,1414.825
STR013,1987,Supermarket,High,Tier 3,FDL16,12.85,Low Fat,0.168312678,Frozen Foods,45.906,885.514
STR018,2009,Convenience,Medium,Tier 3,FDQ36,7.855,Regular,0.162205516,Baking Goods,36.2848,1155.8288
STR035,2004,Supermarket,Small,Tier 2,FDS34,19.35,Regular,0.076744561,Snack Foods,113.4518,1593.9252
STR045,2002,Supermarket,Small,Tier 2,FDN32,17.5,Low Fat,0.015591925,Fruits and Vegetables,184.8266,2766.399
STR045,2002,Supermarket,Small,Tier 2,FDZ23,17.75,Regular,0.067639698,Baking Goods,187.624,1491.392
STR049,1999,Supermarket,Medium,Tier 1,DRL49,13.15,Low Fat,0.056516756,Soft Drinks,143.4812,854.8872
STR035,2004,Supermarket,Small,Tier 2,FDG33,5.365,Regular,0.140213762,Seafood,173.7764,4637.9628
STR045,2002,Supermarket,Small,Tier 2,FDG04,13.1,Low Fat,0.006075007,Frozen Foods,187.5898,2432.1674
STR045,2002,Supermarket,Small,Tier 2,FDR04,7.075,Low Fat,0.022612742,Frozen Foods,97.0068,1944.136
STR035,2004,Supermarket,Small,Tier 2,FDF52,9.3,Low Fat,0.066770664,Frozen Foods,180.5292,2189.1504
STR010,1998,Grocery Store,Small,Tier 3,FDT36,12.3,Low Fat,0.186250852,Baking Goods,37.2874,176.437
STR013,1987,Supermarket,High,Tier 3,FDH17,16.2,Regular,0.016639482,Frozen Foods,95.8726,1076.5986
STR017,2007,Supermarket,Small,Tier 2,NCL42,18.85,Low Fat,0.040599963,Household,244.0144,5635.3312
STR018,2009,Convenience,Medium,Tier 3,DRN35,8.01,Low Fat,0.070533748,Hard Drinks,34.2532,467.3916
STR019,1985,Grocery Store,Small,Tier 1,FDL21,,Regular,0.01251245,Snack Foods,38.748,79.896
STR027,1985,Cold Storage,Medium,Tier 3,FDX07,,Regular,0.022807826,Fruits and Vegetables,183.495,4577.375
STR046,1997,Supermarket,Small,Tier 1,FDW16,17.35,Regular,0.041474232,Frozen Foods,93.0804,826.9236
STR027,1985,Cold Storage,Medium,Tier 3,FDS11,,Regular,0.055289464,Breads,222.5088,7158.6816
STR018,2009,Convenience,Medium,Tier 3,NCZ54,14.65,Low Fat,0.083698962,Household,163.4552,2599.2832
STR035,2004,Supermarket,Small,Tier 2,FDH32,12.8,Low Fat,0.076045655,Fruits and Vegetables,96.541,3765.099
STR027,1985,Cold Storage,Medium,Tier 3,NCQ17,,Low Fat,0.116366304,Health and Hygiene,158.363,4068.038
STR035,2004,Supermarket,Small,Tier 2,FDK38,6.65,Low Fat,0.053279839,Canned,147.7734,2078.6276
STR013,1987,Supermarket,High,Tier 3,NCF55,6.675,Low Fat,0.021648305,Household,35.6874,952.7598
STR018,2009,Convenience,Medium,Tier 3,FDW39,6.69,Regular,0.037060755,Meat,176.837,1411.496
STR019,1985,Grocery Store,Small,Tier 1,FDX36,3.2,Regular,0.224607399,Baking Goods,223.1404,450.0808
STR045,2002,Supermarket,Small,Tier 2,FDD47,7.6,Regular,0.142699588,Starchy Foods,171.7448,4431.5648
STR013,1987,Supermarket,High,Tier 3,FDQ46,7.51,Low Fat,0.103726639,Snack Foods,110.6544,1901.5248
STR027,1985,Cold Storage,Medium,Tier 3,FDE56,,Regular,0.158424516,Fruits and Vegetables,62.4194,2291.0178
STR019,1985,Grocery Store,Small,Tier 1,FDY39,,Regular,0.08234117,Meat,185.7608,1470.0864
STR046,1997,Supermarket,Small,Tier 1,FDG05,11,Regular,0.087847141,Frozen Foods,156.863,2972.797
STR019,1985,Grocery Store,Small,Tier 1,NCR54,,Low Fat,0.158562708,Household,194.711,196.411
STR018,2009,Convenience,Medium,Tier 3,FDX57,17.25,Regular,0.047458754,Snack Foods,95.8068,1263.6884
STR027,1985,Cold Storage,Medium,Tier 3,FDC17,,Low Fat,0.015385857,Frozen Foods,208.9928,9678.0688
STR019,1985,Grocery Store,Small,Tier 1,DRL60,,Low Fat,0.047377447,Soft Drinks,150.6682,457.4046
STR013,1987,Supermarket,High,Tier 3,FDO32,6.36,Low Fat,0.120443298,Fruits and Vegetables,45.406,1118.544
STR013,1987,Supermarket,High,Tier 3,NCO29,11.15,Low Fat,0.032229348,Health and Hygiene,163.2526,1480.0734
STR027,1985,Cold Storage,Medium,Tier 3,FDJ36,3.2,Regular,0.127638966,Baking Goods,104.5332,2563.33
STR045,2002,Supermarket,Small,Tier 2,NCF54,18,Low Fat,0.047473135,Household,170.5422,3103.9596
STR035,2004,Supermarket,Small,Tier 2,FDV04,7.825,Regular,0.149986868,Frozen Foods,158.8288,1414.1592
STR010,1998,Grocery Store,Small,Tier 3,NCK30,14.85,Low Fat,0.102065622,Household,254.2698,1775.6886
STR019,1985,Grocery Store,Small,Tier 1,FDX09,,Low Fat,0.114243048,Snack Foods,174.937,176.437
STR013,1987,Supermarket,High,Tier 3,FDH53,20.5,Regular,0.019183756,Frozen Foods,83.7592,1403.5064
STR045,2002,Supermarket,Small,Tier 2,FDT22,10.395,Low Fat,0.112324552,Snack Foods,60.622,778.986
STR019,1985,Grocery Store,Small,Tier 1,DRF25,,Low Fat,0.068153091,Soft Drinks,36.019,73.238
STR045,2002,Supermarket,Small,Tier 2,FDG56,13.3,Regular,0.071597469,Fruits and Vegetables,60.8536,918.804
STR027,1985,Cold Storage,Medium,Tier 3,FDG38,,Regular,0.052473797,Canned,83.6224,3494.1184
STR045,2002,Supermarket,Small,Tier 2,FDS34,19.35,Regular,0.076914745,Snack Foods,114.8518,1707.777
STR049,1999,Supermarket,Medium,Tier 1,FDP44,16.5,Regular,0.079837509,Fruits and Vegetables,102.1332,1743.0644
STR013,1987,Supermarket,High,Tier 3,FDW03,5.63,Regular,0.024520854,Meat,102.8306,1986.0814
STR018,2009,Convenience,Medium,Tier 3,FDU25,12.35,Low Fat,0.02678995,Canned,58.9246,926.7936
STR045,2002,Supermarket,Small,Tier 2,NCR17,9.8,Low Fat,0.024432767,Health and Hygiene,116.4492,2780.3808
STR018,2009,Convenience,Medium,Tier 3,FDY39,5.305,Regular,0.047220268,Meat,181.9608,2388.8904
STR049,1999,Supermarket,Medium,Tier 1,FDA03,18.5,Regular,0.045534457,Dairy,146.3102,3645.255
STR046,1997,Supermarket,Small,Tier 1,FDG58,10.695,Regular,0,Snack Foods,156.1972,1869.5664
STR017,2007,Supermarket,Small,Tier 2,NCB19,6.525,Low Fat,0.090806457,Household,86.4882,1631.8758
STR049,1999,Supermarket,Medium,Tier 1,FDI07,12.35,Regular,0.033813351,Meat,198.1426,3757.1094
STR035,2004,Supermarket,Small,Tier 2,NCS06,7.935,Low Fat,0.031730739,Household,261.091,2366.919
STR010,1998,Grocery Store,Small,Tier 3,FDX03,15.85,Regular,0.102262138,Meat,47.1744,90.5488
STR046,1997,Supermarket,Small,Tier 1,NCK29,5.615,Low Fat,0,Health and Hygiene,121.973,2463.46
STR013,1987,Supermarket,High,Tier 3,FDH16,10.5,Low Fat,0.052511611,Frozen Foods,90.783,1258.362
STR027,1985,Cold Storage,Medium,Tier 3,FDA55,,Regular,0.056713056,Fruits and Vegetables,223.8088,5592.72
STR049,1999,Supermarket,Medium,Tier 1,FDS20,8.85,Low Fat,0.053950661,Fruits and Vegetables,182.7292,4925.5884
STR046,1997,Supermarket,Small,Tier 1,FDS31,13.1,Regular,0.044192372,Fruits and Vegetables,180.3318,2345.6134
STR027,1985,Cold Storage,Medium,Tier 3,FDA23,3.2,Low Fat,0.046958533,Baking Goods,101.3016,2327.6368
STR035,2004,Supermarket,Small,Tier 2,NCU18,15.1,Low Fat,0.055829496,Household,140.2496,2681.8424
STR013,1987,Supermarket,High,Tier 3,FDE11,17.7,Regular,0.13498355,Starchy Foods,184.4924,3146.5708
STR045,2002,Supermarket,Small,Tier 2,FDE44,14.65,Low Fat,0,Fruits and Vegetables,49.7692,837.5764
STR046,1997,Supermarket,Small,Tier 1,FDV51,16.35,Low Fat,0.032538896,Meat,165.7842,2652.5472
STR017,2007,Supermarket,Small,Tier 2,FDK51,19.85,Low Fat,0.005264755,Dairy,264.5884,5829.7448
STR045,2002,Supermarket,Small,Tier 2,FDR36,6.715,Regular,0.121832956,Baking Goods,43.5454,838.908
STR046,1997,Supermarket,Small,Tier 1,FDU40,20.85,Low Fat,0.037403973,Frozen Foods,192.5478,2906.217
STR027,1985,Cold Storage,Medium,Tier 3,FDU37,,Regular,0.10400212,Canned,79.796,4074.696
STR013,1987,Supermarket,High,Tier 3,FDV47,17.1,Low Fat,0.054162439,Breads,85.3566,1775.6886
STR019,1985,Grocery Store,Small,Tier 1,FDF04,,Low Fat,0.023876708,Frozen Foods,258.6304,516.6608
STR035,2004,Supermarket,Small,Tier 2,FDX16,17.85,Low Fat,0.065797601,Frozen Foods,147.805,1947.465
STR013,1987,Supermarket,High,Tier 3,NCL05,19.6,Low Fat,0.047857804,Health and Hygiene,45.077,605.878
STR027,1985,Cold Storage,Medium,Tier 3,NCL30,,Low Fat,0.048703432,Household,125.9336,7158.6816
STR046,1997,Supermarket,Small,Tier 1,NCR06,12.5,Low Fat,0.006765149,Household,41.7112,383.5008
STR045,2002,Supermarket,Small,Tier 2,FDX03,15.85,Regular,0.06121988,Meat,45.6744,633.8416
STR046,1997,Supermarket,Small,Tier 1,FDR32,6.78,Regular,0,Fruits and Vegetables,227.4694,3197.1716
STR035,2004,Supermarket,Small,Tier 2,FDX04,19.6,Regular,0.041563696,Frozen Foods,47.6376,335.5632
STR017,2007,Supermarket,Small,Tier 2,DRH01,17.5,Low Fat,0.098457814,Soft Drinks,171.7738,2432.8332
STR045,2002,Supermarket,Small,Tier 2,FDO57,20.75,Low Fat,0.108930629,Snack Foods,160.9578,1444.1202
STR027,1985,Cold Storage,Medium,Tier 3,FDD11,,Low Fat,0.03046847,Starchy Foods,254.704,3036.048
STR010,1998,Grocery Store,Small,Tier 3,DRM47,9.3,Low Fat,0.073288275,Hard Drinks,189.1846,382.1692
STR035,2004,Supermarket,Small,Tier 2,NCC54,17.75,Low Fat,0.097692448,Health and Hygiene,242.4196,5543.4508
STR049,1999,Supermarket,Medium,Tier 1,FDC45,17,Low Fat,0.135944247,Fruits and Vegetables,171.5106,1539.9954
STR019,1985,Grocery Store,Small,Tier 1,FDW46,,Regular,0.123089128,Snack Foods,63.6484,65.2484
STR013,1987,Supermarket,High,Tier 3,FDP40,4.555,Regular,0.034328578,Frozen Foods,110.1544,1230.3984
STR010,1998,Grocery Store,Small,Tier 3,FDM08,10.1,Regular,0.089688978,Fruits and Vegetables,225.5088,1342.2528
STR049,1999,Supermarket,Medium,Tier 1,FDV52,20.7,Regular,0.121709653,Frozen Foods,119.7466,2003.3922
STR045,2002,Supermarket,Small,Tier 2,DRB24,8.785,Low Fat,0.020618957,Soft Drinks,153.0656,4170.5712
STR010,1998,Grocery Store,Small,Tier 3,NCC54,17.75,Low Fat,0.163548055,Health and Hygiene,239.3196,723.0588
STR019,1985,Grocery Store,Small,Tier 1,FDV38,,Low Fat,0.178192864,Dairy,54.9956,109.1912
STR045,2002,Supermarket,Small,Tier 2,FDB36,5.465,Regular,0.048625599,Baking Goods,129.2626,1311.626
STR019,1985,Grocery Store,Small,Tier 1,DRH51,,Low Fat,0.170213676,Dairy,89.5856,175.7712
STR027,1985,Cold Storage,Medium,Tier 3,FDV45,,Low Fat,0.044829295,Snack Foods,187.4556,7510.224
STR027,1985,Cold Storage,Medium,Tier 3,NCL29,,Low Fat,0.113387677,Health and Hygiene,156.9604,1584.604
STR010,1998,Grocery Store,Small,Tier 3,FDU14,17.75,Low Fat,0.058168807,Dairy,249.575,499.35
STR035,2004,Supermarket,Small,Tier 2,FDH17,16.2,Regular,0.016650191,Frozen Foods,97.4726,1174.4712
STR035,2004,Supermarket,Small,Tier 2,FDQ15,20.35,Regular,0.151044881,Meat,79.2276,649.8208
STR017,2007,Supermarket,Small,Tier 2,FDZ44,8.185,Low Fat,0.038948125,Fruits and Vegetables,115.4808,820.2656
STR018,2009,Convenience,Medium,Tier 3,FDM32,20.5,Low Fat,0.020688969,Fruits and Vegetables,88.183,719.064
STR035,2004,Supermarket,Small,Tier 2,NCP29,8.42,Low Fat,0.112249781,Health and Hygiene,64.3168,703.0848
STR017,2007,Supermarket,Small,Tier 2,FDG53,10,Low Fat,0.046116319,Frozen Foods,141.818,838.908
STR018,2009,Convenience,Medium,Tier 3,FDT25,7.5,Low Fat,0.050957715,Canned,122.4072,2572.6512
STR027,1985,Cold Storage,Medium,Tier 3,FDM39,,Low Fat,0.053211728,Dairy,177.6002,8417.7094
STR045,2002,Supermarket,Small,Tier 2,FDW35,10.6,Low Fat,0.011111714,Breads,43.8454,671.1264
STR010,1998,Grocery Store,Small,Tier 3,FDD10,20.6,Regular,0.077029195,Snack Foods,177.2344,892.172
STR027,1985,Cold Storage,Medium,Tier 3,FDH08,,Low Fat,0.017344679,Fruits and Vegetables,230.801,5283.123
STR018,2009,Convenience,Medium,Tier 3,DRG37,16.2,Low Fat,0.019457372,Soft Drinks,153.9972,1246.3776
STR017,2007,Supermarket,Small,Tier 2,FDU01,20.25,Regular,0.012063121,Canned,183.5924,2406.2012
STR018,2009,Convenience,Medium,Tier 3,NCZ17,12.15,Low Fat,0.079755214,Health and Hygiene,36.6506,493.3578
STR027,1985,Cold Storage,Medium,Tier 3,FDU34,,Low Fat,0.074830794,Snack Foods,125.9046,4482.1656
STR035,2004,Supermarket,Small,Tier 2,FDB16,8.21,Low Fat,0.044917289,Dairy,88.5198,1133.8574
STR010,1998,Grocery Store,Small,Tier 3,FDG10,6.63,Regular,0.018310142,Snack Foods,57.7588,57.2588
STR013,1987,Supermarket,High,Tier 3,FDH46,6.935,Regular,0.041247932,Snack Foods,101.8332,2255.7304
STR027,1985,Cold Storage,Medium,Tier 3,FDC16,,Regular,0.0204702,Dairy,88.254,2510.066
STR035,2004,Supermarket,Small,Tier 2,FDH50,15,Regular,0.161404914,Canned,185.8266,1844.266
STR046,1997,Supermarket,Small,Tier 1,NCZ18,7.825,Low Fat,0.186067862,Household,255.4698,5073.396
STR046,1997,Supermarket,Small,Tier 1,FDJ32,10.695,Low Fat,0.057792343,Fruits and Vegetables,61.4536,428.7752
STR035,2004,Supermarket,Small,Tier 2,DRI23,18.85,Low Fat,0,Hard Drinks,162.0578,3209.156
STR049,1999,Supermarket,Medium,Tier 1,DRD01,12.1,Regular,0.061270647,Soft Drinks,53.2614,386.8298
STR045,2002,Supermarket,Small,Tier 2,FDY02,8.945,Regular,0.087823675,Dairy,261.091,3418.883
STR049,1999,Supermarket,Medium,Tier 1,FDG38,8.975,Regular,0.05281112,Canned,86.6224,1704.448
STR049,1999,Supermarket,Medium,Tier 1,NCG30,20.2,Low Fat,0.112495847,Household,124.4046,1120.5414
STR018,2009,Convenience,Medium,Tier 3,FDO31,6.76,Regular,0.029100745,Fruits and Vegetables,80.696,559.272
STR045,2002,Supermarket,Small,Tier 2,NCU42,9,Low Fat,0.019546214,Household,168.1474,4211.185
STR045,2002,Supermarket,Small,Tier 2,NCG30,20.2,Low Fat,0.112549008,Household,123.1046,1120.5414
STR046,1997,Supermarket,Small,Tier 1,NCA30,19,Low Fat,0,Household,189.1872,567.2616
STR013,1987,Supermarket,High,Tier 3,FDF29,15.1,Regular,0.019917598,Frozen Foods,129.431,3505.437
STR049,1999,Supermarket,Medium,Tier 1,FDI14,14.1,Low Fat,0.089817198,Canned,142.7496,3528.74
STR049,1999,Supermarket,Medium,Tier 1,FDY57,20.2,Regular,0.121442754,Snack Foods,94.9752,1342.2528
STR027,1985,Cold Storage,Medium,Tier 3,FDT27,,Regular,0.069250192,Meat,232.9616,3515.424
STR027,1985,Cold Storage,Medium,Tier 3,FDM46,,Low Fat,0.159193194,Snack Foods,92.712,3635.268
STR027,1985,Cold Storage,Medium,Tier 3,NCD30,,Low Fat,0,Household,98.1726,978.726
STR027,1985,Cold Storage,Medium,Tier 3,FDJ15,,Regular,0.023209537,Dairy,183.3608,6064.1064
STR045,2002,Supermarket,Small,Tier 2,NCW05,20.25,Low Fat,0.148372897,Health and Hygiene,108.8938,3644.5892
STR010,1998,Grocery Store,Small,Tier 3,FDT13,14.85,Low Fat,0,Canned,187.7214,188.4214
STR010,1998,Grocery Store,Small,Tier 3,NCP06,20.7,Low Fat,0.065689432,Household,149.7366,151.1366
STR045,2002,Supermarket,Small,Tier 2,FDP03,5.15,Regular,0.061301149,Meat,122.1388,2352.9372
STR019,1985,Grocery Store,Small,Tier 1,NCM30,,Low Fat,0.117825569,Household,43.2796,41.2796
STR013,1987,Supermarket,High,Tier 3,FDK20,12.6,Regular,0.04152307,Fruits and Vegetables,124.3072,5022.7952
STR049,1999,Supermarket,Medium,Tier 1,FDX01,10.1,Low Fat,0.024201905,Canned,114.915,2796.36
STR017,2007,Supermarket,Small,Tier 2,FDV57,15.25,Regular,0.066269294,Snack Foods,179.666,6471.576
STR045,2002,Supermarket,Small,Tier 2,FDY34,10.5,Regular,0.01100413,Snack Foods,167.1842,2984.1156
STR019,1985,Grocery Store,Small,Tier 1,FDP37,,Low Fat,0.250560049,Breakfast,126.9994,385.4982
STR035,2004,Supermarket,Small,Tier 2,FDP22,14.65,Regular,0.099113429,Snack Foods,52.8666,461.3994
STR046,1997,Supermarket,Small,Tier 1,FDS25,6.885,Regular,0.140008554,Canned,108.7228,2542.0244
STR018,2009,Convenience,Medium,Tier 3,NCY18,7.285,Low Fat,0.031278532,Household,176.0054,2626.581
STR013,1987,Supermarket,High,Tier 3,FDO08,11.1,Regular,0.05373063,Fruits and Vegetables,165.1526,1480.0734
STR027,1985,Cold Storage,Medium,Tier 3,NCI43,,Low Fat,0.025842951,Household,48.6376,1677.816
STR046,1997,Supermarket,Small,Tier 1,FDH16,10.5,Low Fat,0.052555346,Frozen Foods,89.683,988.713
STR019,1985,Grocery Store,Small,Tier 1,NCZ05,,Low Fat,0.10178199,Health and Hygiene,104.699,103.199
STR045,2002,Supermarket,Small,Tier 2,DRE49,20.75,Low Fat,0.021293097,Soft Drinks,151.9024,2732.4432
STR027,1985,Cold Storage,Medium,Tier 3,FDO09,,Regular,0.124668026,Snack Foods,261.091,5522.811
STR013,1987,Supermarket,High,Tier 3,FDA08,11.85,Regular,0.050043472,Fruits and Vegetables,164.6526,2137.8838
STR017,2007,Supermarket,Small,Tier 2,NCD55,14,Low Fat,0.024468806,Household,41.1454,503.3448
STR013,1987,Supermarket,High,Tier 3,NCR50,20.2,Low Fat,0.01181025,Household,154.634,4287.752
STR049,1999,Supermarket,Medium,Tier 1,NCC06,19,Low Fat,0.027028323,Household,127.0336,3962.8416
STR013,1987,Supermarket,High,Tier 3,FDC34,16,Regular,0.172615327,Snack Foods,154.5972,1869.5664
STR019,1985,Grocery Store,Small,Tier 1,FDQ49,,Regular,0.06871772,Breakfast,155.563,469.389
STR013,1987,Supermarket,High,Tier 3,FDS60,20.85,Low Fat,0.032421521,Baking Goods,181.666,1438.128
STR013,1987,Supermarket,High,Tier 3,FDP10,19,Low Fat,0.127983545,Snack Foods,107.6622,1270.3464
STR035,2004,Supermarket,Small,Tier 2,FDW46,13,Regular,0.070288365,Snack Foods,64.3484,2218.4456
STR010,1998,Grocery Store,Small,Tier 3,FDG53,10,Low Fat,0.076755106,Frozen Foods,141.618,139.818
STR035,2004,Supermarket,Small,Tier 2,FDP57,17.5,Low Fat,0.052434201,Snack Foods,103.999,1857.582
STR019,1985,Grocery Store,Small,Tier 1,NCP43,,Low Fat,0.053413906,Others,181.766,179.766
STR017,2007,Supermarket,Small,Tier 2,FDW49,19.5,Low Fat,0.083019163,Canned,180.2002,5193.9058
